CNJ,CNJYear,NATURE,SUBJECT,IsCriminal,JusticeSegmentVerifier,NatureVerifier,NatureVerifier2,SubjectVerifier,IsCriminalVerifier
5002143-74.2021.8.13.0074,2021,[CÍVEL] EMBARGOS DE TERCEIRO CÍVEL,DIREITO PROCESSUAL CIVIL E DO TRABALHO / Liquidação / Cumprimento / Execução / Efeito Suspensivo / Impugnação / Embargos à Execuçã,FALSE,ok,no,no,no,false
7002275-79.2017.8.22.0012,2017,PROCEDIMENTO ORDINÁRIO (7),DIREITO CIVIL|Coisas|Propriedade|Aquisição|,FALSE,ok,ok,no,no,false
1002176-44.2022.8.26.0072,2022,Procedimento do Juizado Especial da Fazenda Pública,Acidente de Trânsito,FALSE,ok,ok,no,no,false
0125700-37.1998.5.15.0026,1998,ROPS - RECURSO ORDINÁRIO EM PROCEDIMENTO SUMARÍSSIMO,,FALSE,no,ok,no,vazio,false
0001797-21.2018.8.16.0111,2018,- Carta Precatória Cível,7691 - Inadimplemento,FALSE,ok,no,no,no,false
5101945-74.2016.8.13.0024,2016,[CÍVEL] CUMPRIMENTO DE SENTENÇA,DIREITO CIVIL / Responsabilidade Civil / Indenização por Dano Material / Acidente de Trânsit,FALSE,ok,no,no,no,false
0300049-09.2014.8.24.0074,2014,Reintegração / Manutenção de Posse,Arrendamento Mercantil,FALSE,ok,ok,no,no,false
0018359-42.2021.8.16.0001,2021,- Embargos de Terceiro Cível,9518 - Efeito Suspensivo / Impugnação / Embargos à Execução,FALSE,ok,no,no,no,false
0800850-45.2020.8.20.5124,2020,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL (436),Indenização por Dano Material (10439),FALSE,ok,no,no,no,false
0000037-66.2021.5.12.0055,2021,Homologação da Transação Extrajudicial,,FALSE,no,ok,no,vazio,false
0020082-43.2021.5.04.0531,2021,CartPrecCiv,Atos executórios,FALSE,no,ok,no,ok,false
0001666-62.2021.8.27.2721,2021,Procedimento Comum Cível -  CIVEL,"Veículos, Penhor, Coisas, DIREITO CIVIL",FALSE,ok,no,no,no,false
2872992-80.2000.8.13.0024,2000,Procedimento de Conhecimento,-,FALSE,ok,ok,no,no,false
0001282-69.2005.4.01.3804,2005,1116 - Execução Fiscal,5950 - ITR Imposto Territorial Rural,FALSE,ok,ok,no,no,false
5001448-36.2021.8.13.0878,2021,[CÍVEL] CUMPRIMENTO DE SENTENÇA,DIREITO PROCESSUAL CIVIL E DO TRABALHO / Liquidação / Cumprimento / Execução / Valor da Execução / Cálculo / Atualização / Correção Monetári,FALSE,ok,no,no,no,false
0300497-78.2018.8.24.0029,2018,Monitória,Cédula de Crédito Bancário,FALSE,ok,ok,no,no,false
9027549-03.2019.8.21.0001,2019,procedimento do juizado especial cível,multas e demais sanções,FALSE,ok,no,no,no,false
0003412-66.2009.8.26.0666,2009,Monitória,Valor da Execução / Cálculo / Atualização,FALSE,ok,ok,no,no,false
0055212-06.2012.8.11.0001,2012,Procedimento do Juizado Especial Cível « Procedimento de Conhecimento « Processo de Conhecimento « PROCESSO CÍVEL E DO TRABALHO,DIREITO DO CONSUMIDOR,FALSE,ok,no,no,no,false
0011109-23.2020.5.03.0027,2020,Consignação em Pagamento,,FALSE,no,ok,no,vazio,false
0003668-09.2021.8.19.0205,2021,Divórcio,Dissolução / Sociedade,FALSE,ok,ok,no,no,false
4003560-43.2013.8.26.0286,2013,Monitória,"Duplicata, Inadimplemento",FALSE,ok,ok,no,no,false
0004694-37.2013.8.16.0001,2013,- Execução de Título Extrajudicial,9580 - Espécies de Contratos,FALSE,ok,ok,no,no,false
0807820-93.2019.8.15.2001,2019,BUSCA E APREENSÃO EM ALIENAÇÃO FIDUCIÁRIA (81),DIREITO CIVIL|Obrigações|Espécies de Contratos|Alienação Fiduciária|,FALSE,ok,ok,no,no,false
0002396-55.2014.4.01.3601,2014,436 - Procedimento do Juizado Especial Cível,10158 - FGTSFundo de Garantia por Tempo de Serviço,FALSE,ok,no,no,no,false
5015716-37.2010.8.09.0088,2010,PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Conhecimento -> Procedimentos Especiais -> Procedimentos Especiais de Jurisdição Voluntária -> Homologação da Transação Extrajudicial,DIREITO CIVIL -> Responsabilidade Civil -> Indenização por Dano Material -> Acidente de Trânsito - Lei 10406/02,FALSE,ok,no,ok,no,false
0005226-14.2006.8.26.0539,2006,Outros Feitos não Especificados,Compra e Venda,FALSE,ok,ok,no,no,false
0010089-82.2015.5.05.0102,2015,AÇÃO TRABALHISTA - RITO ORDINÁRIO,,FALSE,no,ok,no,vazio,false
1010070-95.2019.8.26.0001,2019,Reintegração / Manutenção de Posse,Esbulho / Turbação / Ameaça,FALSE,ok,ok,no,no,false
5099274-85.2012.8.09.0006,2012,PROCESSO CÍVEL E DO TRABALHO -> Processo de Execução -> Execução Fiscal,DIREITO TRIBUTÁRIO -> Impostos -> IPTU/ Imposto Predial e Territorial Urbano - CF 1988; CTN; Sum 589 STF; Sum 668 STF; Sum 724 STF; Sum 166 STJ.,FALSE,ok,no,no,no,false
1006964-10.2015.8.26.0408,2015,Recurso Inominado Cível,Inclusão Indevida em Cadastro de Inadimplentes,FALSE,ok,no,no,no,false
0001487-75.2020.8.08.0011,2020,Cível,Execução de Título Extrajudicial,FALSE,ok,no,no,no,false
0009002-85.2013.4.03.6315,2013,16 (CNJ 460) - RECURSO INOMINADO,"010801 - FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO - ENTIDADES ADMINISTRATIVAS/ADMINISTRAÇÃO PÚBLICA, 10159 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO - ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA - FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO - ATUALIZAÇÃO DE CONTA, 312 - CORREÇÃO/ATUALIZAÇÃO INPC/IPCA/OUTRO ÍNDICE",FALSE,ok,ok,no,no,false
1016067-50.2019.8.26.0004,2019,Embargos à Execução,Extinção da Execução,FALSE,ok,ok,no,no,false
5005127-77.2022.8.09.0051,2022,PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Conhecimento -> Procedimento do Juizado Especial Cível,DIREITO CIVIL -> Responsabilidade Civil -> Indenização por Dano Material -> Acidente de Trânsito - Lei 10406/02 - DIREITO CIVIL -> Responsabilidade Civil -> Indenização por Dano Moral -> Acidente de Trânsito - Lei 10406/02,FALSE,ok,no,no,no,false
0027822-74.2012.8.19.0054,2012,Procedimento Sumário (CADASTRO OU CONVOLAÇÃO ATÉ 17.03.2016),"Contratos Bancários, Direito Civil",FALSE,ok,ok,no,no,false
1040951-31.2020.8.26.0224,2020,Alvará Judicial - Lei /80,Levantamento de Valor,FALSE,ok,ok,no,no,false
0808977-83.2020.8.14.0000,2020,- Agravo De Instrumento,6024 - Liberação de mercadorias,FALSE,ok,ok,no,no,false
0002181-03.2020.8.25.0001,2020,Embargos à Execução,DIREITO PROCESSUAL CIVIL E DO TRABALHO - Liquidação / Cumprimento / Execução - Efeito Suspensivo / Impugnação / Embargos à Execução - DIREITO PROCESSUAL CIVIL E DO TRABALHO - Partes e Procuradores - Assistência Judiciária Gratuita - DIREITO CIVIL - Obrigações - Inadimplemento - Juros de Mora - Legais / Contratuais - Capitalização / Anatocismo - DIREITO PROCESSUAL CIVIL E DO TRABALHO - Liquidação / Cumprimento / Execução - Valor da Execução / Cálculo / Atualização - Juros -,FALSE,ok,ok,no,no,false
0065859-70.2018.8.16.0014,2018,- Procedimento Comum Cível,10433 - Indenização por Dano Moral,FALSE,ok,no,no,no,false
5008459-77.2020.8.24.0092,2020,BUSCA E APREENSÃO EM ALIENAÇÃO FIDUCIÁRIA -  Civil - Bancário,,FALSE,ok,ok,no,vazio,false
0027383-41.2010.8.16.0014,2010,- Apelação Cível,9607 - Contratos Bancários,FALSE,ok,no,no,no,false
0026409-64.2012.8.19.0203,2012,Execução de Título Extrajudicial - CPC,Contratos Bancários / Direito Civil,FALSE,ok,ok,no,no,false
0557844.69.2006.8.13.0625,6.8.,Reintegração / Manutenção de Posse,-,FALSE,ok,ok,no,no,false
0016866-76.2021.5.16.0002,2021,Execução Provisória em Autos Suplementares,,FALSE,no,ok,no,vazio,false
0033270-59.2013.8.06.0117,2013,Execução de Alimentos,AlimentosAssistência Judiciária Gratuita | Citação,FALSE,ok,ok,no,no,false
0000899-33.2015.8.19.0045,2015,Execução de Título Extrajudicial - CPC,Honorários Advocatícios / Sucumbência,FALSE,ok,ok,no,no,false
0101730-13.2016.5.01.0011,2016,ROT,"Multa de 40% do FGTS, Adicional de Horas Extras, Correção Monetária, Depósito / Diferença de Recolhimento, FGTS, Levantamento do FGTS, Multa do Artigo 477 da CLT",FALSE,no,ok,no,no,false
0101730-13.2016.5.01.0011,2016,ROT,"Multa de 40% do FGTS, Adicional de Horas Extras, Correção Monetária, Depósito / Diferença de Recolhimento, FGTS, Levantamento do FGTS, Multa do Artigo 477 da CLT",FALSE,no,ok,no,no,false
0000168-59.2020.8.24.0033,2020,Habilitação de Crédito,"Recuperação judicial e Falência, Empresas, DIREITO CIVIL",FALSE,ok,ok,no,no,false
0114901-13.2006.8.21.0033,2006,Procedimento Ordinário,Ato / Negócio Jurídico,FALSE,ok,ok,no,no,false
0024900-65.2016.8.07.0018,2016,Mandado de Segurança,"Multas e demais Sanções (DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Atos Administrativos, Infração Administrativa)",FALSE,ok,ok,no,no,false
0016972-54.2012.4.01.3300,2012,- Cumprimento de Sentença contra a Fazenda Pública,10302 - Adicional por Tempo de Serviço,FALSE,ok,ok,no,no,false
0000480-74.2017.8.08.0004,2017,Cível,Procedimento Comum Cível,FALSE,ok,no,no,no,false
0009279-46.2013.8.17.8201,2013,RECURSO INOMINADO CÍVEL (460),"Perdas e Danos (7698)
Financiamento de Produto (7773)",FALSE,ok,no,no,no,false
9000483-78.2020.8.21.0109,2020,procedimento do juizado especial cível,contribuições de melhoria :: competência do juizado especial da fazenda pública estadual,FALSE,ok,no,no,no,false
0851272-73.2018.8.20.5001,2018,CARTA PRECATÓRIA CÍVEL (261),DIREITO PROCESSUAL CIVIL E DO TRABALHO|Objetos de cartas precatórias/de ordem|Citação|,FALSE,ok,no,no,no,false
5002443-17.2018.4.03.6100,2018,CUMPRIMENTO DE SENTENÇA,Direito de Imagem (10443) Indenização por Dano Moral (7779),FALSE,ok,ok,no,no,false
0054753-24.2009.4.01.0000,2009,Ai,10435 - Acidente de Trânsito,FALSE,ok,ok,no,no,false
0004325-36.2009.8.19.0054,2009,Carta Precatória - CPC,Citação / Atos Processuais; Intimação Ou Notificação / Atos Processuais,FALSE,ok,ok,no,no,false
5006574-44.2022.8.24.0064,2022,PROCEDIMENTO DO JUIZADO ESPECIAL DA FAZENDA PÚBLICA,"CNH - Carteira Nacional de Habilitação, Sistema Nacional de Trânsito, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO",FALSE,ok,ok,no,no,false
5007717-25.2020.8.24.0004,2020,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL - Juizado Especial Cível,,FALSE,ok,no,no,vazio,false
0088002-22.2003.4.01.3800,2003,436 - Procedimento do Juizado Especial Cível,10324 - Militar,FALSE,ok,no,no,no,false
0005637-81.2015.8.16.0131,2015,- Cumprimento de sentença,10435 - Acidente de Trânsito,FALSE,ok,ok,no,no,false
0813330-26.2018.8.20.5124,2018,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL (436),Inclusão Indevida em Cadastro de Inadimplentes (6226),FALSE,ok,no,no,no,false
5363240-06.2022.8.09.0162,2022,PROCESSO CÍVEL E DO TRABALHO -> Outros Procedimentos -> Atos e expedientes -> Petição Cível,DIREITO PROCESSUAL CIVIL E DO TRABALHO -> Tutela Provisória -> Tutela de Urgência - CPC,FALSE,ok,no,no,no,false
1006142-76.2021.8.26.0451,2021,Monitória,Duplicata,FALSE,ok,ok,no,no,false
0010014-80.2002.8.26.0161,2002,Depósito,Depósito,FALSE,ok,ok,no,no,false
0000547-97.2017.5.09.0671,2017,ROT,Adicional de Horas Extras,FALSE,no,ok,no,no,false
3004730-62.2017.8.06.0002,2017,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL (436),Acidente de Trânsito (10441),FALSE,ok,no,no,no,false
0000709-18.2013.8.26.0022,2013,Alvará Judicial - Lei 6858/80,Inventário e Partilha,FALSE,ok,ok,no,no,false
0016444-43.2013.8.16.0031,2013,- Execução de Título Extrajudicial,9607 - Contratos Bancários,FALSE,ok,ok,no,no,false
5000765-41.2022.8.13.0303,2022,[CÍVEL] EXECUÇÃO DE TÍTULO EXTRAJUDICIAL,DIREITO CIVIL (899)  -  Obrigações (7681)  -  Espécies de Títulos de Crédito (7717)  -  Cédula de Crédito Bancário (4960,FALSE,ok,no,no,no,false
5000858-27.2020.4.04.7103,2020,PROCEDIMENTO COMUM,"Esbulho / Turbação / Ameaça, Posse, Coisas, DIREITO CIVIL",FALSE,ok,ok,no,no,false
1002668-49.2020.8.26.0543,2020,Usucapião,Usucapião Extraordinária,FALSE,ok,ok,no,no,false
0021691-26.2017.5.04.0006,2017,ROT,Reflexos,FALSE,no,ok,no,no,false
0021691-26.2017.5.04.0006,2017,ROT,Reflexos,FALSE,no,ok,no,no,false
0306205-10.2014.8.24.0075,2014,Embargos à Execução,Cheque,FALSE,ok,ok,no,no,false
0000417-22.2014.8.19.0045,2014,Notificação,Intimação Ou Notificação / Atos Processuais,FALSE,ok,ok,no,no,false
5004179-54.2021.8.24.0019,2021,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL -  Juizado Especial Cível,,FALSE,ok,no,no,vazio,false
0801727-87.2016.8.15.9901,2016,HOMOLOGAÇÃO DE TRANSAÇÃO EXTRAJUDICIAL (112),DIREITO DO CONSUMIDOR|Contratos de Consumo|Fornecimento de Energia Elétrica|,FALSE,ok,ok,no,no,false
5002124-27.2021.8.13.0702,2021,[CÍVEL] PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,Acidente de Trânsito (10441),FALSE,ok,no,no,no,false
0000692-59.2018.5.09.0012,2018,CartPrecCiv,Oitiva - Objetos de Cartas Precatórias / de Ordem / Rogatórias - DIREITO PROCESSUAL CIVIL E DO TRABALHO,FALSE,no,ok,no,ok,false
1505561-52.2017.8.26.0157,2017,Execução FiscalExecução Fiscal,Taxa de Licenciamento de Estabelecimento,FALSE,ok,ok,no,no,false
0304038-29.2017.8.24.0135,2017,Monitória,Cheque,FALSE,ok,ok,no,no,false
0000276-76.2013.5.20.0007,2013,RTOrd,"Adicional Noturno, Ajuda / Tíquete Alimentação, DIREITO DO TRABALHO, Duração do Trabalho, Férias, Grupo Econômico, Horas Extras, Horas Extras, Indenização / Dobra / Terço Constitucional, Intervalo Interjornadas, Intervalo Intrajornada, Reflexos, Remuneração, Verbas Indenizatórias e Benefícios, Responsabilidade Solidária / Subsidiária",FALSE,no,ok,no,no,false
0000003-72.2019.5.20.0012,2019,Rtord,"Abono Pecuniário, Adicional de Horas Extras, Aviso Prévio, Contratuais, DIREITO DO TRABALHO, DIREITO PROCESSUAL CIVIL E DO TRABALHO, Diárias, Duração do Trabalho, Férias, Honorários Advocatícios, Horas Extras, Integração ao Salário, Multa de 40% do FGTS, Multa do Artigo 467 da CLT, Multa do Artigo 477 da CLT, Partes e Procuradores, Remuneração, Verbas Indenizatórias e Benefícios, Rescisão do Contrato de Trabalho, Sucumbência, Verbas Rescisórias",FALSE,no,ok,no,no,false
1007011-93.2019.8.11.0041,2019,CARTA PRECATÓRIA CÍVEL (261),Carta Precatória->Cartas->Outros Procedimentos->PROCESSO CÍVEL E DO TRABALHO,FALSE,ok,no,no,no,false
0010108-24.2011.8.16.0021,2011,- Execução de Título Extrajudicial,7717 - Espécies de Títulos de Crédito,FALSE,ok,ok,no,no,false
1011909-41.2020.8.11.0001,2020,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL,DIREITO CIVIL (899) - Coisas (10432) - Propriedade (10448) - Condomnio (10462 DIREITO CIVIL (899) - Coisas (10432) - Propriedade (10448) - Condomínio em Edifício (10463) - Despesas Condominiais (10467,FALSE,ok,ok,no,no,false
0000004-48.2016.5.12.0024,2016,ConPag,Aviso Prévio,FALSE,no,ok,no,no,false
0009746-16.2016.8.16.0031,2016,- Procedimento Comum Cível,,FALSE,ok,no,no,vazio,false
0000746-81.2019.8.16.0129,2019,Petição Cível,Alienação Fiduciária,FALSE,ok,no,no,no,false
0000739-88.2019.8.26.0201,2019,Cumprimento de Sentença,Locação de Móvel,FALSE,ok,ok,no,no,false
0001378-50.2016.8.26.0286,2016,Cumprimento de Sentença,Perdas e Danos,FALSE,ok,ok,no,no,false
0010300-07.2013.8.16.0014,2013,- Carta Precatória Cível,10439 - Indenização por Dano Material,FALSE,ok,no,no,no,false
0807725-82.2022.8.19.0211,2022,BUSCA E APREENSÃO EM ALIENAÇÃO FIDUCIÁRIA,DIREITO CIVIL (899) - Obrigações (7681) - Espécies de Contratos (9580) - Alienação Fiduciária (9582,FALSE,ok,ok,no,no,false
8002578-39.2021.8.05.0229,2021,BUSCA E APREENSÃO EM ALIENAÇÃO FIDUCIÁRIA,DIREITO CIVIL (899) - Obrigações (7681) - Espécies de Contratos (9580) - Alienação Fiduciária (9582,FALSE,ok,ok,no,no,false
0021437-70.2012.4.03.6301,2012,1 (CNJ 436) - PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,"040101 - APOSENTADORIA POR INVALIDEZ (ART.42/7), 6095 - DIREITO PREVIDENCIÁRIO - BENEFÍCIOS EM ESPÉCIE - APOSENTADORIA POR INVALIDEZ",FALSE,ok,no,no,no,false
0005967-36.2016.4.03.6114,2016,60 . CARTA PRECATORIA,CARTAS PRECATORIA/ROGATORIA/ORDEM - MERA CIENCIA,FALSE,ok,ok,no,no,false
0004896-68.1996.4.02.5001,1996,Classe 1001  ORDINÁRIA/TRIBUTÁRIA,EMPRESTIMO COMPULSORIO: SOBRE VEICULOS E COMBUSTIVEIS,FALSE,ok,ok,no,no,false
0000562-59.2009.8.02.0358,2009,Procedimento de Conhecimento - Procedimento do Juizado Especial Cível,,FALSE,ok,no,no,vazio,false
0006058-29.2010.4.03.6182,2010,99 . EXECUCAO FISCAL,DIVIDA ATIVA - DIREITO TRIBUTARIO,FALSE,ok,ok,no,no,false
0001965-52.2014.4.03.6321,2014,CNJ 436) - PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,"010801 - FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO - ENTIDADES ADMINISTRATIVAS/ADMINISTRAÇÃO PÚBLICA, 10159 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO - ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA - FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO - ATUALIZAÇÃO DE CONTA, 312 - CORREÇÃO/ATUALIZAÇÃO INPC/IPCA/OUTRO ÍNDICE",FALSE,ok,no,no,no,false
0006777-84.2015.4.01.3500,2015,436 - Procedimento do Juizado Especial Cível,6095 - Aposentadoria por Invalidez,FALSE,ok,no,no,no,false
5017528-87.2022.8.13.0313,2022,[CÍVEL] PROCEDIMENTO COMUM CÍVEL,DIREITO CIVIL (899) - Obrigações (7681) - Espécies de Contratos (9580,FALSE,ok,no,no,no,false
0000669-32.2013.8.19.0054,2013,Procedimento Sumário (CADASTRO OU CONVOLAÇÃO ATÉ 17.03.2016),Pagamento,FALSE,ok,ok,no,no,false
8015089-74.2021.8.05.0001,2021,Divórcio Litigioso,DIREITO CIVIL - Família - Casamento - Dissolução,FALSE,ok,ok,no,no,false
0600917-17.2020.6.17.0121,2020,Recurso Eleitoral N°,Abuso - De Poder Político/Autoridade,FALSE,no,ok,no,no,false
0213896-33.2013.8.06.0001,2013,Inventário,Sucessões - Inventário e Partilha,FALSE,ok,ok,no,no,false
1018382-12.2019.8.26.0114,2019,Embargos de Terceiro Cível,Esbulho / Turbação / Ameaça,FALSE,ok,no,no,no,false
5402045-91.2020.8.09.0099,2020,PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Conhecimento -> Procedimento do Juizado Especial Cível,DIREITO CIVIL -> Responsabilidade Civil -> Indenização por Dano Moral -> Direito de Imagem - Lei 10406/02,FALSE,ok,no,no,no,false
0005279-04.2003.8.05.0274,2003,Mandado de Segurança,Atos Administrativos,FALSE,ok,ok,no,no,false
0117713-25.2019.8.21.7000,2019,embargos de declaracao,alienacao fiduciaria,FALSE,ok,ok,no,no,false
5001311-79.2018.8.08.0011,2018,RECURSO INOMINADO CÍVEL (460),Fornecimento de Energia Elétrica (7760),FALSE,ok,no,no,no,false
0155800-11.2008.5.07.0005,2008,AÇÃO TRABALHISTA - RITO SUMARÍSSIMO,,FALSE,no,ok,no,vazio,false
1000806-52.2016.8.26.0068,2016,Recuperação Judicial,Recuperação judicial e Falência,FALSE,ok,ok,no,no,false
5006331-19.2020.8.13.0439,2020,[CÍVEL] PROCEDIMENTO COMUM CÍVEL,DIREITO CIVIL / Obrigações / Inadimplemento / Rescisão / Resoluçã,FALSE,ok,no,no,no,false
0002069-65.2020.4.03.6343,2020,CNJ 436) - PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,060502 - INDENIZACAO POR DANO MATERIAL - RESPONSABILIDADE DO FORNECEDOR,FALSE,ok,no,no,no,false
0071436-05.2013.8.16.0014,2013,- Execução Fiscal,6017 - Dívida Ativa,FALSE,ok,ok,no,no,false
0002202-32.2014.8.13.0515,2014,Procedimento Ordinário,"CIVIL, Responsabilidade Civil, Indenização por Dano Material, Acidente de Trânsito",FALSE,ok,ok,no,no,false
0000646-29.1995.8.26.0602,1995,Despejo por Falta de PagamentoDespejo por Falta de Pagamento,Locação de Imóvel,FALSE,ok,ok,no,no,false
0832111-83.2009.8.26.0100,2009,Impugnação de Crédito,,FALSE,ok,ok,no,vazio,false
0800397-77.2021.8.14.0049,2021,ALIMENTOS - LEI ESPECIAL Nº .478/68 (69,Revisão (5788) Fixação (6239),FALSE,ok,ok,no,no,false
5007409-68.2018.8.09.0006,2018,PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Conhecimento -> Procedimentos Especiais -> Procedimentos Especiais de Jurisdição Voluntária -> Homologação da Transação Extrajudicial,DIREITO CIVIL -> Família -> Relações de Parentesco -,FALSE,ok,no,ok,no,false
0007817-31.2008.8.26.0586,2008,Outros Feitos não Especificados,,FALSE,ok,ok,no,vazio,false
0000003-58.2012.5.08.0107,2012,RECLAMAÇÃO  TRABALHISTA,,FALSE,no,ok,no,vazio,false
0017498-37.2019.8.16.0030,2019,- Carta Precatória Cível,11783 - Citação,FALSE,ok,no,no,no,false
0057863-16.2021.8.16.0014,2021,- Execução de Título Extrajudicial,,FALSE,ok,ok,no,vazio,false
0000580-19.2014.5.17.0009,2014,RTOrd,,FALSE,no,ok,no,vazio,false
1004913-09.2018.8.26.0606,2018,Tutela Cautelar Antecedente,"Antecipação de Tutela / Tutela Específica, Indenização do Prejuízo",FALSE,ok,ok,no,no,false
0053013-88.1999.8.26.0602,1999,Execução FiscalExecução Fiscal,,FALSE,ok,ok,no,vazio,false
0032213-32.2016.8.08.0024,2016,Cível,Execução de Título Extrajudicial,FALSE,ok,no,no,no,false
1003497-96.2018.5.02.0000,2018,Mandado de Segurança Cível,,FALSE,no,no,no,vazio,false
0711100-89.2009.5.09.0010,2009,RTOrd,"Adicional de Insalubridade,  Assistência Judiciária Gratuita,  Décimo Terceiro Salário,  FGTS,  Férias / Gozo / Fruição,  Grupo Econômico,  Horas Extras,  Indenização por Dano Moral,  Liberação / Entrega das Guias,  Multa Prevista em Norma Coletiva,  Repouso Semanal Remunerado e Feriado,  Responsabilidade Solidária / Subsidiária,  Salário / Diferença Salarial",FALSE,no,ok,no,no,false
