cnj_number,doc_id_type,doc_id_number,canonical_name,canonical_type,cover_name,court,forum,court_section,nature,subject,laws_via_cnj_subject,pole,is_criminal,is_carta_precatoria
0000818-45.2010.8.26.0666,CPF,CPF,NOME,NOME,NOME,TJSP,"Foro Distrital de Artur Nogueira da Comarca de Mogi-Mirim, SP",Vara Única - Foro de Artur Nogueira,Reintegração / Manutenção de Posse,Posse,"- Artigo 1224 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1223 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1222 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1221 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1220 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1219 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1218 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1217 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1216 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1215 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1214 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1213 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1212 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1211 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1210 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1209 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1208 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1207 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1206 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1205 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1204 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1203 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1202 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1201 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1200 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1199 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1198 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1197 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1196 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_passivo,FALSE,FALSE
0007252-06.2008.8.21.0037,CPF,CPF,NOME,NOME,NOME,TJRS,,1a Vara Criminal,especiais,produção e tráfico ilícito de drogas,,polo_passivo,TRUE,FALSE
1000427-35.2017.8.26.0082,CPF,CPF,NOME,NOME,NOME,TJSP,,,Mandado de Segurança Cível,Garantias Constitucionais,,polo_ativo,FALSE,FALSE
0049070-59.2012.8.21.7000,CPF,CPF,NOME,NOME,NOME,TJRS,,,apelacao,alienacao fiduciaria,,polo_passivo,FALSE,FALSE
5010644-15.2021.8.24.0008,CPF,CPF,NOME,NOME,NOME,TJSC,,Juízo da 1ª Vara Criminal da Comarca de Blumenau,INQUÉRITO POLICIAL - PRISAO EM FLAGRANTE -  Penal - Trânsito,,,polo_passivo,TRUE,FALSE
0000405-53.2021.5.06.0181,CPF,CPF,NOME,NOME,NOME,TRT6,,1ª Vara do Trabalho de Igarassu,Homologação da Transação Extrajudicial,,,polo_passivo,FALSE,FALSE
0000329-93.2017.8.16.0131,CPF,CPF,NOME,NOME,NOME,TJPR,,,- Execução Fiscal,6017 - Dívida Ativa,"- Artigo 201 da Lei nº 5.172 de 25 de Outubro de 1966
- Parágrafo 3 Artigo 131 da Constituição Federal de 1988
- Artigo 131 da Constituição Federal de 1988",polo_passivo,FALSE,FALSE
0000329-93.2017.8.16.0131,CPF,CPF,NOME,NOME,NOME,TJPR,,,- Execução Fiscal,6017 - Dívida Ativa,"- Artigo 201 da Lei nº 5.172 de 25 de Outubro de 1966
- Parágrafo 3 Artigo 131 da Constituição Federal de 1988
- Artigo 131 da Constituição Federal de 1988",polo_passivo,FALSE,FALSE
1029088-88.2014.8.26.0224,CPF,CPF,NOME,NOME,NOME,TJSP,,5ª Vara Cível - Foro de Guarulhos,Despejo por Falta de Pagamento,Obrigações,,polo_passivo,FALSE,FALSE
0220772-02.2019.8.13.0000,CPF,CPF,NOME,NOME,NOME,TJMG,Cartório da 5ª Câmara Cível - Afonso Pena 4001,,Agravo de Instrumento-Cv,Violação dos Princípios Administrativos < Improbidade Administrativa < Atos Administrativos < DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,,polo_ativo,FALSE,FALSE
5020034-41.2019.4.04.7001,CPF,CPF,NOME,NOME,NOME,TRF4,,Juízo Substituto da 5ª VF de Londrina,AÇÃO PENAL,"Contrabando (art. 334-A), Crimes praticados por particular contra a Administração em geral, DIREITO PENAL",,polo_passivo,TRUE,FALSE
0000746-68.2018.8.16.0080,CPF,CPF,NOME,NOME,NOME,TJPR,,,- Procedimento Comum,9580 - Espécies de Contratos,,polo_ativo,FALSE,FALSE
7002237-37.2021.8.22.0009,CPF,CPF,NOME,NOME,NOME,TJRO,,Pimenta Bueno - 1ª Vara Criminal,RESTITUIÇÃO DE COISAS APREENDIDAS,DIREITO PENAL (287) - Crimes contra o Patrimnio (3415) - Receptação (3435 DIREITO PENAL (287) - Crimes contra o Patrimônio (3415) - Receptação culposa (11959,"- Parágrafo 3 Artigo 180 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 180 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 180 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940",polo_ativo,TRUE,FALSE
0002469-95.2020.8.16.0131,CPF,CPF,NOME,NOME,NOME,TJPR,Vara de Execução em Meio Aberto de Pato Branco,,- Execução da Pena,,,polo_passivo,FALSE,FALSE
0002069-41.2021.8.08.0011,CPF,CPF,NOME,NOME,NOME,TJES,,VARA CÍVEL,Cível,Procedimento Comum Cível,,polo_ativo,FALSE,FALSE
0004117-28.2012.8.05.0154,CPF,CPF,NOME,NOME,NOME,TJBA,,,Execução de Alimentos,Alimentos(PRINCIPAL),,polo_passivo,FALSE,FALSE
5004613-24.2021.8.13.0480,CPF,CPF,NOME,NOME,NOME,TJMG,,Vara Cível da Comarca de Patos,[CÍVEL] CUMPRIMENTO DE SENTENÇA,DIREITO PROCESSUAL CIVIL E DO TRABALHO / Liquidação / Cumprimento / Execução / Causas Supervenientes à Sentenç,,polo_ativo,FALSE,FALSE
0001078-93.2016.5.05.0037,CPF,CPF,NOME,NOME,NOME,TRT5,,,AÇÃO TRABALHISTA - RITO ORDINÁRIO,,,polo_ativo,FALSE,FALSE
5000408-73.2021.8.08.0032,CPF,CPF,NOME,NOME,NOME,TJES,,Mimoso,TUTELA CAUTELAR ANTECEDENTE,DIREITO CIVIL (899) - Obrigaões (7681) - Espécies de Contratos (9580) - Contratos Bancários (9607,,polo_ativo,FALSE,FALSE
5272958-98.2020.8.09.0029,CPF,CPF,NOME,NOME,NOME,TJGO,,,PROCESSO CÍVEL E DO TRABALHO -> Processo de Conhecimento -> Procedimento de Conhecimento -> Procedimento do Juizado Especial Cível,DIREITO DO CONSUMIDOR -> Responsabilidade do Fornecedor -> Indenização por Dano Material - Lei n. 8.078/90 (C.D.C.) - DIREITO DO CONSUMIDOR -> Responsabilidade do Fornecedor -> Indenização por Dano Moral -,"- Inciso II do Parágrafo 1 do Artigo 18 da Lei nº 8.078 de 11 de Setembro de 1990
- Parágrafo 1 Artigo 18 da Lei nº 8.078 de 11 de Setembro de 1990
- Artigo 18 da Lei nº 8.078 de 11 de Setembro de 1990
- Artigo 14 da Lei nº 8.078 de 11 de Setembro de 1990
- Artigo 12 da Lei nº 8.078 de 11 de Setembro de 1990
- Inciso II do Artigo 20 da Lei nº 8.078 de 11 de Setembro de 1990
- Artigo 20 da Lei nº 8.078 de 11 de Setembro de 1990
- Inciso IV do Artigo 19 da Lei nº 8.078 de 11 de Setembro de 1990
- Artigo 19 da Lei nº 8.078 de 11 de Setembro de 1990",polo_ativo,FALSE,FALSE
0026412-19.2012.8.19.0203,CPF,CPF,NOME,NOME,NOME,TJRJ,"Regional de Jacarepaguá, RJ",2ª Vara Cível,Monitória,"Contratos Bancários, Direito Civil",,polo_passivo,FALSE,FALSE
1500631-50.2020.8.26.0556,CPF,CPF,NOME,NOME,NOME,TJSP,Foro de Borborema,Vara Única - Foro de Borborema,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,,polo_passivo,TRUE,FALSE
5003595-69.2021.8.13.0317,CPF,CPF,NOME,NOME,NOME,TJMG,,Vara Cível,[CÍVEL] PROCEDIMENTO COMUM CÍVEL,DIREITO CIVIL / Responsabilidade Civil / Indenização por Dano Mora DIREITO CIVIL / Responsabilidade Civil / Indenização por Dano Materia,"- Artigo 186 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 954 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 953 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 952 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 951 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 950 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 949 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 948 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 947 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 946 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 945 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 944 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 943 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 942 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 941 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 940 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 939 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 938 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 937 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 936 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 935 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 934 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 933 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 932 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 931 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 930 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 929 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 928 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 927 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_ativo,FALSE,FALSE
0015050-18.2014.8.26.0506,CPF,CPF,NOME,NOME,NOME,TJSP,Foro de Ribeirão Preto,1ª Vara Criminal - Foro de Ribeirão Preto,AGRAVO EM RECURSO ESPECIAL,DIREITO PENAL | Crimes Previstos na Legislação Extravagante - DIREITO PENAL | Crimes do Sistema Nacional de Armas,"- Artigo 18 da Lei nº 10.826 de 22 de Dezembro de 2003
- Artigo 17 da Lei nº 10.826 de 22 de Dezembro de 2003
- Artigo 16 da Lei nº 10.826 de 22 de Dezembro de 2003
- Artigo 15 da Lei nº 10.826 de 22 de Dezembro de 2003
- Artigo 14 da Lei nº 10.826 de 22 de Dezembro de 2003
- Artigo 13 da Lei nº 10.826 de 22 de Dezembro de 2003
- Artigo 12 da Lei nº 10.826 de 22 de Dezembro de 2003",polo_ativo,TRUE,FALSE
5007417-88.2021.8.13.0245,CPF,CPF,NOME,NOME,NOME,TJMG,,,[CRIMINAL] TERMO CIRCUNSTANCIADO,DIREITO PENAL / CRIMES CONTRA A LIBERDADE PESSOAL / AMEAÇ,,polo_ativo,TRUE,FALSE
0011026-45.2022.5.18.0083,CPF,CPF,NOME,NOME,NOME,TRT18,Vara do Trabalho,3ª VARA DO TRABALHO DE APARECIDA DE GOIÂNIA,ConPag,Pedido de Demissão - Justa Causa / Falta Grave,,polo_passivo,FALSE,FALSE
5001644-94.2013.4.04.7110,CPF,CPF,NOME,NOME,NOME,TRF4,,Saída para Processo baixado e disponível para carga eletrônica pela origem em 27/06/2015,RECURSO ESPECIAL,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, Atos Administrativos, Infração Administrativa, Multas e demais Sanções, Crédito Tributário, Suspensão da Exigibilidade",- Artigo 156 da Lei nº 5.172 de 25 de Outubro de 1966,polo_passivo,FALSE,FALSE
0021371-75.2021.4.03.6301,CPF,CPF,NOME,NOME,NOME,TRF3,,,1 (CNJ 436) - PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,010801 - FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO - ENTIDADES ADMINISTRATIVAS/ADMINISTRAÇÃO PÚBLICA - 10159 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO - ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA / ADMINISTRAÇÃO PÚBLICA - FGTS/FUNDO DE GARANTIA POR TEMPO DE SERVIÇO - ATUALIZAÇÃO DE CONTA - 312 - CORREÇÃO/ATUALIZAÇÃO INPC/IPCA/OUTRO ÍNDICE,,polo_ativo,FALSE,FALSE
0001853-65.2019.8.21.0051,CPF,CPF,NOME,NOME,NOME,TJRS,Vara Judicial : 1 / 1,,Carta Precatória,Cartas :: Inquirição,,polo_passivo,FALSE,TRUE
0003854-85.2021.8.26.0286,CPF,CPF,NOME,NOME,NOME,TJSP,Foro de Itu,3ª Vara Cível,Incidente de Desconsideração de Personalidade Jurídica,Cheque,,polo_passivo,FALSE,FALSE
0068770-16.2018.8.19.0000,CPF,CPF,NOME,NOME,NOME,TJRJ,,NOVA IGUACU 2 VARA CRIMINAL,Habeas Corpus,"Disparo de Arma de Fogo ,  Crimes do Sistema Nacional de Armas ,  Crimes Previstos na Legislação Extravagante ,  DIREITO PENAL","- Artigo 18 da Lei nº 10.826 de 22 de Dezembro de 2003
- Artigo 17 da Lei nº 10.826 de 22 de Dezembro de 2003
- Artigo 16 da Lei nº 10.826 de 22 de Dezembro de 2003
- Artigo 15 da Lei nº 10.826 de 22 de Dezembro de 2003
- Artigo 14 da Lei nº 10.826 de 22 de Dezembro de 2003
- Artigo 13 da Lei nº 10.826 de 22 de Dezembro de 2003
- Artigo 12 da Lei nº 10.826 de 22 de Dezembro de 2003",polo_ativo,TRUE,FALSE
0000223-18.2017.8.27.2721,CPF,CPF,NOME,NOME,NOME,TJTO,,Juízo da 1ª Vara Criminal de Guaraí,Restituição de Coisas Apreendidas - CRIMINAL,,,polo_ativo,TRUE,FALSE
0019484-39.2007.8.16.0000,CPF,CPF,NOME,NOME,NOME,TJPR,,Vara Criminal e Anexos,Habeas Corpus Crime,,,polo_ativo,TRUE,FALSE
0000070-82.2017.8.27.2721,CPF,CPF,NOME,NOME,NOME,TJTO,,Juízo da 1ª Vara Criminal de Guaraí,Liberdade Provisória com ou sem fiança - CRIMINAL,,,polo_ativo,TRUE,FALSE
5012891-78.2022.8.13.0027,CPF,CPF,NOME,NOME,NOME,TJMG,Vara Criminal,Vara Criminal,[CRIMINAL] CARTA PRECATÓRIA CRIMINAL,DIREITO PROCESSUAL CIVIL E DO TRABALHO / Objetos de cartas precatórias/de ordem / Audiência no Deprecad,,polo_passivo,TRUE,TRUE
5024701-08.2021.8.24.0018,CPF,CPF,NOME,NOME,NOME,TJSC,,Juízo da 1ª Vara Cível da Comarca de Chapecó,EXECUÇÃO DE TÍTULO EXTRAJUDICIAL -  Civil - Execução Civil,,,polo_passivo,FALSE,FALSE
9007280-11.2018.8.21.0022,CPF,CPF,NOME,NOME,NOME,TJRS,,Vara do JEC,procedimento do juizado especial cível,indenização por dano moral :: competência da juizado especial cível,,polo_passivo,FALSE,FALSE
8010288-31.2010.8.11.0035,CPF,CPF,NOME,NOME,NOME,TJMT,,JUIZADO ESPECIAL CÍVEL E CRIMINAL DE ALTO GARÇAS,PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL (436),Perdas e Danos (7698),"- Artigo 405 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 404 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 403 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 402 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_passivo,FALSE,FALSE
0001058-31.2020.5.12.0017,CPF,CPF,NOME,NOME,NOME,TRT12,,VARA DO TRABALHO DE MAFRA,ETCiv,Embargos de Terceiro,,polo_ativo,FALSE,FALSE
0001058-31.2020.5.12.0017,CPF,CPF,NOME,NOME,NOME,TRT12,,VARA DO TRABALHO DE MAFRA,ETCiv,Embargos de Terceiro,,polo_ativo,FALSE,FALSE
0020000-02.2017.8.16.0035,CPF,CPF,NOME,NOME,NOME,TJPR,,,- Ação Penal - Procedimento Sumário,5560 - Decorrente de Violência Doméstica,"- Parágrafo 9 Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 11 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940",polo_passivo,TRUE,FALSE
0007083-57.2017.8.16.0129,CPF,CPF,NOME,NOME,NOME,TJPR,,,- Ação Penal - Procedimento Ordinário,3539 - Uso de documento falso,- Artigo 304 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940,polo_passivo,TRUE,FALSE
5053448-29.2016.8.13.0024,CPF,CPF,NOME,NOME,NOME,TJMG,,Vara Cível,[CÍVEL] PROCEDIMENTO COMUM CÍVEL,DIREITO DO CONSUMIDOR (1156) - Contratos de Consumo (7771) - Bancário,,polo_ativo,FALSE,FALSE
0801555-41.2019.8.14.0049,CPF,CPF,NOME,NOME,NOME,TJPA,,Órgão julgador 2ª Vara Cível e Empresarial de Santa Izabel,HOMOLOGAÇÃO DE TRANSAÇÃO EXTRAJUDICIAL,Fixação (6239) Guarda (5802),"- Artigo 1590 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1586 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1583 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1724 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 1694 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_ativo,FALSE,FALSE
0065452-84.2014.8.13.0112,CPF,CPF,NOME,NOME,NOME,TJMG,,VARA CÍVEL,Usucapião,Usucapião Extraordinária (10458),,polo_ativo,FALSE,FALSE
8001265-87.2021.8.05.0182,CPF,CPF,NOME,NOME,NOME,TJBA,,V DOS FEITOS DE REL DE CONS CIV E COMERCIAIS,MONITÓRIA,DIREITO DO CONSUMIDOR (1156) - Contratos de Consumo (7771) - Bancários (7752 DIREITO DO CONSUMIDOR (1156) - Contratos de Consumo (7771) - Bancários (7752) - Empréstimo consignado (11806,,polo_passivo,FALSE,FALSE
5021862-55.2021.4.04.0000,CPF,CPF,NOME,NOME,NOME,TRF4,,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),Habeas Corpus,"1. Contrabando (art. 334-A), Crimes praticados por particular contra a Administração em geral, DIREITO PENAL",,polo_ativo,TRUE,FALSE
0793444-53.2016.8.13.0000,CPF,CPF,NOME,NOME,NOME,TJMG,,Tribunal,RECURSO EM HABEAS CORPUS,"DIREITO PENAL, Crimes Previstos na Legislação Extravagante, Crimes de Tráfico Ilícito e Uso Indevido de Drogas, Tráfico de Drogas e Condutas Afins","- Parágrafo 1 Artigo 33 da Lei nº 11.343 de 23 de Agosto de 2006
- Artigo 33 da Lei nº 11.343 de 23 de Agosto de 2006",polo_ativo,TRUE,FALSE
5492322-40.2019.8.09.0051,CPF,CPF,NOME,NOME,NOME,TJGO,,,PROCESSO CÍVEL E DO TRABALHO -> Outros Procedimentos -> Requerimento de Apreensão de Veículo,DIREITO CIVIL -> Obrigações -> Espécies de Contratos -> Alienação Fiduciária - Decreto-Lei nº 911/69 e Lei Federal nº 9514/97;,- Artigo 22 da Lei nº 9.514 de 20 de Novembro de 1997,polo_passivo,FALSE,FALSE
0000280-92.2020.8.26.0996,CPF,CPF,NOME,NOME,NOME,TJSP,Foro de Osasco,Vara do Júri/Execuções Criminais,Agravo de Execução Penal,Regime Inicial - Fechado,- Artigo 59 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940,polo_ativo,TRUE,FALSE
0068421-71.2019.8.21.7000,CPF,CPF,NOME,NOME,NOME,TJRS,,Tribunal,apelacao,alienacao fiduciaria,,polo_passivo,FALSE,FALSE
0002598-55.2016.4.01.3312,CPF,CPF,NOME,NOME,NOME,TRF1,,,APCRIM - Apelação Criminal,DIREITO PENAL (287) - Crimes contra a F Pública (3523) - Uso de documento falso (3539,,polo_passivo,TRUE,FALSE
8000712-40.2019.8.05.0237,CPF,CPF,NOME,NOME,NOME,TJBA,,,GUARDA,,,polo_ativo,FALSE,FALSE
0600156-19.2020.6.06.0112,CPF,CPF,NOME,NOME,NOME,TRE-CE,,ZONA ELEITORAL,REGISTRO DE CANDIDATURA,DIREITO ELEITORAL (11428) - Eleições (11583) - Candidatos (11584) - Registro de Candidatura (11615) - Registro de Candidatura - RRC - Candidato (11618 DIREITO ELEITORAL (11428) - Eleições (11583) - Cargos (11628) - Cargo - Vereador (11638,"- Artigo 11 da Lei nº 9.504 de 30 de Setembro de 1997
- Artigo 83 da Lei nº 4.737 de 15 de Julho de 1965
- Inciso II do Parágrafo 1 do Artigo 1 da Lei nº 9.504 de 30 de Setembro de 1997
- Parágrafo 1 Artigo 1 da Lei nº 9.504 de 30 de Setembro de 1997
- Artigo 1 da Lei nº 9.504 de 30 de Setembro de 1997",polo_ativo,FALSE,FALSE
0045600-06.2006.5.08.0125,CPF,CPF,NOME,NOME,NOME,TRT8,,VARA DO TRABALHO,RECLAMAÇÃO  ESCRITA,,,polo_passivo,FALSE,FALSE
5006188-44.2022.8.13.0056,CPF,CPF,NOME,NOME,NOME,TJMG,,Órgão julgador Unidade Jurisdicional - 2º JD da Comarca de Barbacena,[CÍVEL] PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL,Inclusão Indevida em Cadastro de Inadimplentes (6226),"- Artigo 43 da Lei nº 8.078 de 11 de Setembro de 1990
- Inciso VI do Artigo 6 da Lei nº 8.078 de 11 de Setembro de 1990
- Artigo 6 da Lei nº 8.078 de 11 de Setembro de 1990",polo_ativo,FALSE,FALSE
5077379-69.2020.8.21.0001,CPF,CPF,NOME,NOME,NOME,TJRS,2º Juízo da 17ª Vara Cível do Foro Central da Comarca de Porto Alegre,2º Juízo da 17ª Vara Cível do Foro Central da Comarca de Porto Alegre,PROCEDIMENTO COMUM CÍVEL -  Cível - Geral (Poa),"Acidente de trânsito, Indenização por dano material, Responsabilidade civil, DIREITO CIVIL",- Artigo 927 da Lei nº 10.406 de 10 de Janeiro de 2002,polo_passivo,FALSE,FALSE
5022553-26.2018.4.04.7000,CPF,CPF,NOME,NOME,NOME,TRF4,,,CARTA PRECATÓRIA,"Corrupção ativa (art. 333), Crimes praticados por particular contra a Administração em geral, DIREITO PENAL",- Artigo 333 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940,polo_passivo,TRUE,TRUE
1003489-55.2017.8.11.0000,CPF,CPF,NOME,NOME,NOME,TJMT,,GABINETE DO DES. MARCOS MACHADO,HABEAS CORPUS CRIMINAL (307),"Receptação (3435)
Liberdade Provisória (7928)
Habeas Corpus - Cabimento (10891)","- Artigo 647 do Decreto Lei nº 3.689 de 03 de Outubro de 1941
- Artigo 466 do Decreto Lei nº 1.002 de 21 de Outubro de 1969
- Artigo 180 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
- Artigo 270 do Decreto Lei nº 1.002 de 21 de Outubro de 1969
- Artigo 310 do Decreto Lei nº 3.689 de 03 de Outubro de 1941",polo_passivo,TRUE,FALSE
0003593-59.2018.8.26.0502,CPF,CPF,NOME,NOME,NOME,TJSP,,,Execução Provisória,Regime Inicial - Fechado,- Artigo 59 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940,polo_passivo,TRUE,FALSE
0057616-87.2015.8.16.0000,CPF,CPF,NOME,NOME,NOME,TJPR,,"Vara Criminal, Família e Sucessões, Infância e Juventude e Juizado Especial Criminal",Habeas Corpus Crime,,,polo_ativo,TRUE,FALSE
0012700-64.2010.8.26.0161,CPF,CPF,NOME,NOME,NOME,TJSP,,,Depósito,Depósito,"- Artigo 652 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 651 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 650 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 649 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 648 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 647 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 646 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 645 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 644 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 643 da Lei nº 10.406 de 11 de Janeiro de 1973
- Artigo 642 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 641 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 640 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 639 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 638 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 637 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 636 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 635 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 634 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 633 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 632 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 631 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 630 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 629 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 628 da Lei nº 10.406 de 10 de Janeiro de 2002
- Artigo 627 da Lei nº 10.406 de 10 de Janeiro de 2002",polo_passivo,FALSE,FALSE
0011032-79.2017.5.03.0007,CPF,CPF,NOME,NOME,NOME,TRT3,,7ª VARA DO TRABALHO DE BELO HORIZONTE,CartPrecCiv,Oitiva,"- Inciso II do Artigo 453 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 453 da Lei nº 13.105 de 16 de Março de 2015",polo_ativo,FALSE,FALSE
0011032-79.2017.5.03.0007,CPF,CPF,NOME,NOME,NOME,TRT3,,7ª VARA DO TRABALHO DE BELO HORIZONTE,CartPrecCiv,Oitiva,"- Inciso II do Artigo 453 da Lei nº 13.105 de 16 de Março de 2015
- Artigo 453 da Lei nº 13.105 de 16 de Março de 2015",polo_ativo,FALSE,FALSE
